-4.335991270000000000e+08;1.237447223397838593e+09
-4.091341560407671332e+08;1.362472273992939949e+09
-3.849992399095480442e+08;1.344703100930356741e+09
-3.601815236630094051e+08;1.311971897359362364e+09
-3.355879387345566750e+08;1.219474707310180902e+09
-3.110023229364153743e+08;1.239766704304948330e+09
-2.873430654932288527e+08;1.193267229666229725e+09
-2.642575037563699186e+08;1.184186520713470459e+09
-2.425479951231844425e+08;1.147470730102991819e+09
-2.222650243165527582e+08;1.109075693947608948e+09
-2.028314420568597913e+08;1.121015447510566950e+09
-1.852266512452204823e+08;1.055174825602392435e+09
-1.688782021059548557e+08;1.016738196230238318e+09
-1.531774922537018061e+08;1.009678984932253242e+09
-1.388340181107536852e+08;9.781597055063744783e+08
-1.258900051420607120e+08;9.425865942853260040e+08
-1.140139463016701490e+08;9.291131700709791183e+08
-1.027716073395788074e+08;8.987835096561684608e+08
-9.186906546238794923e+07;9.097494938467332125e+08
-8.270707855103029311e+07;8.676672757013462782e+08
-7.407008075480428338e+07;8.563539552356142998e+08
-6.632744976906155795e+07;8.460130927337923050e+08
-5.928032180043140054e+07;8.336980385814177990e+08
-5.326655445663962513e+07;8.117749576677685976e+08
-4.771985226222966611e+07;8.123110775606067181e+08
-4.298665042321543396e+07;7.826274152053207159e+08
-3.906783050910209864e+07;7.714388986473191977e+08
-3.595206461267141998e+07;7.363779736773327589e+08
-3.320840225787496939e+07;7.219070314417217970e+08
-3.076542517133639380e+07;7.088644422430688143e+08
-2.863858554347043484e+07;6.963832028703794479e+08
-2.682488801715672016e+07;6.769569777908414602e+08
-2.523313560755417496e+07;6.664135301749510765e+08
-2.382173396193025261e+07;6.525775934738384485e+08
-2.251438962927179039e+07;6.459929024667865038e+08
-2.138249727296864986e+07;6.368821852238006592e+08
-2.036710158016551659e+07;6.268822136662317514e+08
-1.933329790781754628e+07;6.227286262279530764e+08
-1.833164165183011815e+07;6.033508635314544439e+08
-1.742700060503625125e+07;5.958510473299307823e+08
-1.652828796811984666e+07;5.869585825450353622e+08
-1.568641888558900170e+07;5.767150551449462175e+08
-1.485994869270619750e+07;5.639085492286412716e+08
-1.402018006896604970e+07;5.501813651708554029e+08
-1.330568213538011909e+07;5.345190035662105680e+08
-1.260382330384190381e+07;5.173997307824800611e+08
-1.191386127143384330e+07;4.992325561943890452e+08
-1.124296091303194314e+07;4.806067258617418408e+08
-1.059026433061644994e+07;4.619471601005536914e+08
-9.957051415150359273e+06;4.432676501691181660e+08
-9.344212761811202392e+06;4.245867689246825576e+08
-8.752285550711657852e+06;4.059273704229324460e+08
-8.181504882501626387e+06;3.873160070108343959e+08
-7.631865170390518382e+06;3.687824059637207985e+08
-7.103186835494965315e+06;3.503590909390454888e+08
-6.595184379067120142e+06;3.320811120122425556e+08
-6.107532172558821738e+06;3.139857956073244214e+08
-5.639923104464790784e+06;2.961124384498940706e+08
-5.192113152653979138e+06;2.785019022599537969e+08
-4.763945967804451473e+06;2.611961088262390494e+08
-4.355355608273301274e+06;2.442374372358182073e+08
-3.966352428094205912e+06;2.276680506004478931e+08
-3.597000353636682499e+06;2.115291862788237333e+08
-3.247389858404169325e+06;1.958604579440985024e+08
-2.917614493930875789e+06;1.806992212816474736e+08
-2.607745631743385457e+06;1.660800384459969401e+08
-2.317811892429971602e+06;1.520342534988978505e+08
-2.047778399062461220e+06;1.385896967525418401e+08
-1.797535866115808021e+06;1.257704518115213811e+08
-1.566895469532391755e+06;1.135967487699805498e+08
-1.355584885339166503e+06;1.020848045661448538e+08
-1.163250642102489248e+06;9.124682158157102764e+07
-9.894430559230191866e+05;8.109086724836798012e+07
-8.336238879849608056e+05;7.162118701385499537e+07
-6.951533263266796712e+05;6.283796528833325952e+07
-5.732509173699619714e+05;5.473770047255384922e+07
-4.670457347231609165e+05;4.731319932276926935e+07
-3.755426350362779922e+05;4.055344515674471110e+07
-2.976882425877351197e+05;3.444394635784121603e+07
-2.323301585498485074e+05;2.896671665376207978e+07
-1.783107328433614457e+05;2.409959391547406837e+07
-1.343686644105890591e+05;1.981756017768850923e+07
-9.933753077860108169e+04;1.609136719989507832e+07
-7.194196153136283101e+04;1.288799235901324823e+07
-5.096595823446513532e+04;1.016982534019962512e+07
-3.526452183977895038e+04;7.897313362829849124e+06
-2.382538594741003180e+04;6.028089383739280514e+06
-1.567843904686831593e+04;4.516037283923193812e+06
-1.005324555401605721e+04;3.316173113470110111e+06
-6.253253245100689128e+03;2.382967933340753429e+06
-3.740039074595214061e+03;1.673010223069254076e+06
-2.173253152194650738e+03;1.145918076464752201e+06
-1.237678499150052176e+03;7.643205919328825548e+05
-6.451774708610433890e+02;4.950032964988599415e+05
-2.855114606393800614e+02;3.108116295266953530e+05
-1.596752972113515625e+02;1.889036992224078567e+05
-8.552730935525838163e+01;1.109600664780827647e+05
-4.451401639204863869e+01;6.375398272738993546e+04
-8.469972903074136639e+00;3.580451630165985262e+04
-8.295331171386310931e-01;2.130780800580801588e+04
