-4.372239626226631165e+09;2.734044550392090607e+10
-4.046232848684293747e+09;2.679691497192953873e+10
-3.735395991918246269e+09;2.625067394371288681e+10
-3.439962470938281536e+09;2.571348125215599442e+10
-3.161241108535079002e+09;2.525099843584457779e+10
-2.899631478019301891e+09;2.474888699381836700e+10
-2.655766216279605389e+09;2.427433925079210281e+10
-2.429331989920673370e+09;2.378686435289625168e+10
-2.220362812928093910e+09;2.331596231605014420e+10
-2.028021083545781851e+09;2.286868716990578842e+10
-1.851372852975658417e+09;2.239064000695427704e+10
-1.690048792253321886e+09;2.196037493467267227e+10
-1.542605502804477692e+09;2.154986106575431061e+10
-1.408145091057623625e+09;2.113435922386872864e+10
-1.286420006233278751e+09;2.073261617725724030e+10
-1.176399260506773710e+09;2.035470902111087799e+10
-1.076937297488800049e+09;1.997199331927334976e+10
-9.872100608139979839e+08;1.961068078639337158e+10
-9.068454943304671049e+08;1.922172442137429810e+10
-8.357833494172660112e+08;1.886307958637671661e+10
-7.724073152963635921e+08;1.850247990867631912e+10
-7.164018070248322487e+08;1.813620810433106613e+10
-6.670238329579091072e+08;1.777106377959078217e+10
-6.237125210937583447e+08;1.741443578221995163e+10
-5.855284836621086597e+08;1.704312443494337463e+10
-5.521154826143888235e+08;1.669081350366051102e+10
-5.227292398607258201e+08;1.633353689765677071e+10
-4.965933035498033762e+08;1.599555108853997612e+10
-4.729201546967389584e+08;1.565708848747631454e+10
-4.513656901956328154e+08;1.531886696703677940e+10
-4.316533825928340554e+08;1.497853850883230400e+10
-4.134802039873797894e+08;1.464289740765230370e+10
-3.965383273096139431e+08;1.430245959912052536e+10
-3.806142331882038116e+08;1.396234408830508804e+10
-3.655297999731952548e+08;1.361522232130475044e+10
-3.511841271142213941e+08;1.326363674957864761e+10
-3.373979530269441605e+08;1.290566854741465378e+10
-3.240560604793655872e+08;1.253627365954199600e+10
-3.111829901852682233e+08;1.217201361411723518e+10
-2.987547795805884600e+08;1.180075414080821991e+10
-2.866787452645882964e+08;1.142320781836097336e+10
-2.749600220005225539e+08;1.104138016675104141e+10
-2.635531357764991522e+08;1.065649232892285728e+10
-2.524572249197831154e+08;1.027199637270748711e+10
-2.417043134614774585e+08;9.889393444777391434e+09
-2.311836342596653700e+08;9.509071492435037613e+09
-2.209020738045861721e+08;9.134877054929639816e+09
-2.108692071985172331e+08;8.766340323845714569e+09
-2.010887503287589848e+08;8.402596402647771835e+09
-1.915663787244602442e+08;8.045182643016047478e+09
-1.823075677872571945e+08;7.693600144705134392e+09
-1.733207046411529779e+08;7.349633825810504913e+09
-1.646070527789058387e+08;7.009603276456957817e+09
-1.561242098132765889e+08;6.678575644621303558e+09
-1.479680714492478669e+08;6.354532899006870270e+09
-1.396680551344635487e+08;6.049590430879332542e+09
-1.316950040818628073e+08;5.750269539921456337e+09
-1.238558853691487312e+08;5.458197655125161171e+09
-1.160868450480883718e+08;5.178506967077486038e+09
-1.085292035623929054e+08;4.906847300472300529e+09
-1.010799608481301069e+08;4.641892375478766441e+09
-9.350138712844422460e+07;4.385147544039312363e+09
-8.673914384449309111e+07;4.138217291666405201e+09
-7.996015684999556839e+07;3.898634582831375122e+09
-7.372279777841565013e+07;3.666482986494493961e+09
-6.783056495249132812e+07;3.443204211458892822e+09
-6.239476366771855950e+07;3.228361793133491993e+09
-5.725760381604736298e+07;3.023001489043245316e+09
-5.217583208756565303e+07;2.823193216619085789e+09
-4.752367414935570955e+07;2.632127821601940155e+09
-4.342954061687677354e+07;2.448898598396957397e+09
-3.975830116442564875e+07;2.273362510645104408e+09
-3.606846923552129418e+07;2.101298079028709888e+09
-3.240839193463920057e+07;1.938106693664531469e+09
-2.918614855642568320e+07;1.780015665134213686e+09
-2.603578775060978159e+07;1.629642200227393389e+09
-2.311295184219190851e+07;1.486366125321996450e+09
-2.014686916842241958e+07;1.348066386416066885e+09
-1.752327851388105005e+07;1.215471023367531776e+09
-1.509282010034301318e+07;1.091291100085367680e+09
-1.306103770455080643e+07;9.715085480866430998e+08
-1.101268923917507567e+07;8.600091998079129457e+08
-9.364108779611198232e+06;7.588068616870307922e+08
-7.872497810274299234e+06;6.662782372551527023e+08
-6.528856561738800257e+06;5.796277231725183725e+08
-5.321909641980273649e+06;5.009934822060675621e+08
-4.196274844851928763e+06;4.303634350936946869e+08
-3.283900376103413291e+06;3.662071746264775395e+08
-2.503361628615092020e+06;3.075367358375728130e+08
-1.789016548281696159e+06;2.542260232570525408e+08
-1.182239131535927067e+06;2.066882590075157881e+08
-7.901351523654831108e+05;1.652034165708568692e+08
-5.034039607399131637e+05;1.284608397094704658e+08
-2.547526971253851952e+05;9.640045652937184274e+07
-8.767955425252736313e+04;6.946801848654320836e+07
-5.894592701687081717e+04;4.728375884138175845e+07
-4.151476590695916093e+04;2.970692488111100718e+07
-1.897707829826918896e+04;1.725252475293018669e+07
-7.044779874239211495e+03;8.643663253466542810e+06
-2.463000000000000000e+03;3.377212102900329046e+06
