0.000000000000000000e+00;-2.000000000000000000e+06;0.000000000000000000e+00;-2.000000000000000000e+06;0.000000000000000000e+00;-2.000000000000000000e+06;0.000000000000000000e+00;-2.000000000000000000e+06;0.000000000000000000e+00;-2.000000000000000000e+06;5.000000000000000000e+06;4.000000000000000000e+06;3.000000000000000000e+06;2.000000000000000000e+06;1.000000000000000000e+06;1.736598432571501238e+06;2.223566658590552863e+06;3.307259071190101560e+06;5.713567643752875738e+06;1.104490867007128522e+07;0.000000000000000000e+00
0.000000000000000000e+00;-1.965268031348570017e+06;0.000000000000000000e+00;-1.955528666828189045e+06;0.000000000000000000e+00;-1.998076169563654577e+06;0.000000000000000000e+00;-1.995084243817287497e+06;0.000000000000000000e+00;-1.779101826598574407e+06;4.210718667719827965e+06;2.668210844116114080e+06;2.778677534906884655e+06;1.596626638470643898e+06;4.402781133978017606e+05;1.738936036428960506e+06;2.246162527272423264e+06;3.356245985680046026e+06;5.729648936712139286e+06;1.054022812342724577e+07;6.370831990853023017e+05
0.000000000000000000e+00;-1.930489310619990807e+06;0.000000000000000000e+00;-1.910605416282740654e+06;0.000000000000000000e+00;-1.996001709337461507e+06;0.000000000000000000e+00;-1.989783582409286406e+06;0.000000000000000000e+00;-1.568297264130029362e+06;3.495706435853031464e+06;1.709494895295142662e+06;2.555919379068704322e+06;1.246178288896981394e+06;1.716849060821841995e+05;1.742748613908333471e+06;2.270807086389523465e+06;3.405311861201521009e+06;5.729816836772376671e+06;9.973844743115391582e+06;1.321346019084532280e+06
0.000000000000000000e+00;-1.895634338341824012e+06;0.000000000000000000e+00;-1.865189274554950418e+06;0.000000000000000000e+00;-1.993764660430435557e+06;0.000000000000000000e+00;-1.984068159448154503e+06;0.000000000000000000e+00;-1.368820369267721660e+06;2.856886292467721738e+06;1.046483659382050741e+06;2.333230230089983903e+06;9.484572819037842564e+05;5.751256568781151873e+04;1.748080162053329870e+06;2.297457020286979619e+06;3.453835366818186361e+06;5.711863342524778098e+06;9.350110763229122385e+06;2.055882705414743396e+06
0.000000000000000000e+00;-1.860672735100757331e+06;0.000000000000000000e+00;-1.819240134149210760e+06;0.000000000000000000e+00;-1.991352116765336134e+06;0.000000000000000000e+00;-1.977905927407247946e+06;0.000000000000000000e+00;-1.181818154003139120e+06;2.294802816361612640e+06;6.083055117506877286e+05;2.112261326277769636e+06;7.017846626939506968e+05;1.581433653055642390e+04;1.754972673112974968e+06;2.326045745519789401e+06;3.501104433163496200e+06;5.673592731960508041e+06;8.675448881514174864e+06;2.843907488314662129e+06
0.000000000000000000e+00;-1.825573281638497720e+06;0.000000000000000000e+00;-1.772719219238815131e+06;0.000000000000000000e+00;-1.988750152736793272e+06;0.000000000000000000e+00;-1.971262514569679508e+06;9.629522581494297832e+06;0.000000000000000000e+00;1.808526841626076726e+06;3.332752126248268760e+05;1.894786948529427871e+06;5.030625777745161322e+05;3.311828338938112211e+03;1.763465274728327058e+06;2.356479706390262116e+06;3.546311559867281467e+06;5.612885443510111421e+06;5.041545881864278018e+07;3.688741508947351016e+06
0.000000000000000000e+00;-1.790303976143931272e+06;0.000000000000000000e+00;-1.725589625111009693e+06;0.000000000000000000e+00;-1.985943745996445883e+06;0.000000000000000000e+00;-1.964101089652013266e+06;9.538097275565944612e+06;0.000000000000000000e+00;1.395626177339230664e+06;1.705437433404459734e+05;1.682671188388192095e+06;3.479422950647014077e+05;4.564049512716015897e+02;1.773593226132239681e+06;2.388634333726393059e+06;3.588550573584677652e+06;5.527774474825805984e+06;0.000000000000000000e+00;4.593795012468423694e+06
0.000000000000000000e+00;-1.754832111621286720e+06;0.000000000000000000e+00;-1.677816938436481869e+06;0.000000000000000000e+00;-1.982916695172898704e+06;0.000000000000000000e+00;-1.956382225329452194e+06;9.439987967146553099e+06;0.000000000000000000e+00;1.052214192593927030e+06;8.059863038018401130e+04;1.477824410896583460e+06;2.310937433758062834e+05;2.719005574870883279e+01;1.785386753588770749e+06;2.422349680636730511e+06;3.626815375329805538e+06;5.416533964999187738e+06;0.000000000000000000e+00;5.562543916348229162e+06
0.000000000000000000e+00;-1.719124376549511217e+06;0.000000000000000000e+00;-1.629369944823747268e+06;0.000000000000000000e+00;-1.979651532357011922e+06;0.000000000000000000e+00;-1.948063762293626089e+06;9.334774355356754735e+06;0.000000000000000000e+00;7.730830266043758020e+05;3.467873592749868840e+04;1.282149448326968355e+06;1.465582575694743718e+05;0.000000000000000000e+00;1.798869707496313145e+06;2.457425764199656900e+06;3.660001303471874446e+06;5.277778699676558375e+06;0.000000000000000000e+00;6.598499744463744573e+06
0.000000000000000000e+00;-1.683146982399584958e+06;0.000000000000000000e+00;-1.580221429539754288e+06;0.000000000000000000e+00;-1.976129430214376422e+06;0.000000000000000000e+00;-1.939100675881052390e+06;9.222023055923745036e+06;0.000000000000000000e+00;5.519210444392325589e+05;1.333250717685785639e+04;1.097478389253136935e+06;8.815176396192655375e+04;0.000000000000000000e+00;1.814058023068651091e+06;2.493617661458308809e+06;3.686909823207577690e+06;5.110572095512328669e+06;0.000000000000000000e+00;7.705171794475443661e+06
